Date,Day of week,Month,Season,Total Hospital Beds,Beds Occupied,Occupancy Rate (%),Daily Admissions,Daily Discharges,Emergency Admissions,ICU Admissions,Department,Public Holiday Indicator,Special Event Indicator,Staff Availability,Average Length of Stay,Year,net_bed_change
2034-11-03,Friday,November,Autumn,294,261,88.78,92,85,44,9,Cardiology,No,No,80,6.4,2034,7
2034-11-04,Saturday,November,Autumn,213,151,70.89,70,60,17,4,ICU,No,No,91,13.3,2034,10
2034-11-05,Sunday,November,Autumn,227,177,77.97,25,29,8,2,Maternity,No,No,94,3.6,2034,-4
2034-11-06,Monday,November,Autumn,398,290,72.86,58,67,19,9,Maternity,No,No,90,3.5,2034,-9
2034-11-07,Tuesday,November,Autumn,225,204,90.67,95,94,32,6,Cardiology,No,No,97,2.2,2034,1
2034-11-08,Wednesday,November,Autumn,299,209,69.9,67,67,29,8,Emergency,No,Yes,83,0.7,2034,0
2034-11-09,Thursday,November,Autumn,190,157,82.63,56,62,20,10,Maternity,No,No,88,3.2,2034,-6
2034-11-10,Friday,November,Autumn,219,153,69.86,72,80,18,9,Emergency,No,No,84,2.3,2034,-8
2034-11-11,Saturday,November,Autumn,316,246,77.85,26,20,6,2,Maternity,No,No,83,2.0,2034,6
2034-11-12,Sunday,November,Autumn,214,162,75.7,28,30,13,2,Cardiology,No,No,88,5.5,2034,-2
2034-11-13,Monday,November,Autumn,344,227,65.99,106,110,46,9,Pediatrics,No,No,94,5.9,2034,-4
2034-11-14,Tuesday,November,Autumn,212,182,85.85,53,42,16,5,Pediatrics,Yes,No,73,6.1,2034,11
2034-11-15,Wednesday,November,Autumn,189,160,84.66,109,103,39,16,Maternity,No,No,90,2.1,2034,6
2034-11-16,Thursday,November,Autumn,298,232,77.85,106,99,34,16,Pediatrics,No,No,85,5.6,2034,7
2034-11-17,Friday,November,Autumn,239,191,79.92,65,53,24,4,ICU,No,No,98,13.8,2034,12
2034-11-18,Saturday,November,Autumn,191,181,94.76,28,35,8,4,Cardiology,No,No,99,6.3,2034,-7
2034-11-19,Sunday,November,Autumn,270,226,83.7,27,21,8,3,Surgery,No,No,91,4.2,2034,6
2034-11-20,Monday,November,Autumn,222,159,71.62,49,37,15,4,Cardiology,No,No,81,5.9,2034,12
2034-11-21,Tuesday,November,Autumn,328,216,65.85,26,17,9,3,Maternity,No,No,80,3.8,2034,9
2034-11-22,Wednesday,November,Autumn,383,291,75.98,71,60,25,7,Orthopedics,No,No,91,3.6,2034,11
2034-11-23,Thursday,November,Autumn,200,154,77.0,39,29,16,1,Maternity,No,No,96,2.1,2034,10
2034-11-24,Friday,November,Autumn,368,320,86.96,30,36,12,3,Maternity,Yes,No,70,3.6,2034,-6
2034-11-25,Saturday,November,Autumn,389,303,77.89,72,75,22,10,Emergency,No,No,93,1.0,2034,-3
2034-11-26,Sunday,November,Autumn,266,234,87.97,86,87,43,15,Cardiology,No,No,80,6.1,2034,-1
2034-11-27,Monday,November,Autumn,288,227,78.82,28,17,10,1,Maternity,No,No,87,2.0,2034,11
2034-11-28,Tuesday,November,Autumn,236,165,69.92,54,49,18,8,Surgery,No,No,98,8.3,2034,5
2034-11-29,Wednesday,November,Autumn,237,187,78.9,69,55,21,7,ICU,No,Yes,82,11.1,2034,14
2034-11-30,Thursday,November,Autumn,379,322,84.96,30,26,15,1,ICU,No,No,88,6.4,2034,4
2034-12-01,Friday,December,Winter,300,225,75.0,44,53,20,6,Cardiology,No,No,94,5.9,2034,-9
2034-12-02,Saturday,December,Winter,425,335,78.82,54,54,18,2,Cardiology,No,No,98,3.3,2034,0
2034-12-03,Sunday,December,Winter,239,198,82.85,39,36,20,2,ICU,No,Yes,88,9.6,2034,3
2034-12-04,Monday,December,Winter,352,249,70.74,65,54,26,5,Surgery,No,No,84,8.0,2034,11
2034-12-05,Tuesday,December,Winter,185,135,72.97,32,21,10,4,General Medicine,No,No,98,7.3,2034,11
2034-12-06,Wednesday,December,Winter,299,221,73.91,43,50,14,6,Maternity,No,No,91,2.9,2034,-7
2034-12-07,Thursday,December,Winter,245,171,69.8,51,36,17,6,Surgery,No,No,80,5.3,2034,15
2034-12-08,Friday,December,Winter,264,232,87.88,80,77,35,4,Cardiology,No,No,92,7.1,2034,3
2034-12-09,Saturday,December,Winter,337,310,91.99,25,34,8,3,Cardiology,No,Yes,84,3.7,2034,-9
2034-12-10,Sunday,December,Winter,449,426,94.88,90,88,34,12,Surgery,No,No,91,8.0,2034,2
2034-12-11,Monday,December,Winter,330,250,75.76,62,71,33,10,Emergency,No,No,81,1.2,2034,-9
2034-12-12,Tuesday,December,Winter,231,217,93.94,64,65,28,6,Emergency,No,No,81,1.4,2034,-1
2034-12-13,Wednesday,December,Winter,339,301,88.79,97,90,43,4,Maternity,No,No,91,2.5,2034,7
2034-12-14,Thursday,December,Winter,372,312,83.87,63,69,20,3,Cardiology,No,No,84,3.6,2034,-6
2034-12-15,Friday,December,Winter,442,384,86.88,69,68,18,5,General Medicine,No,Yes,84,2.6,2034,1
2034-12-16,Saturday,December,Winter,205,147,71.71,92,85,49,16,ICU,No,No,92,13.3,2034,7
2034-12-17,Sunday,December,Winter,205,176,85.85,88,94,47,15,Emergency,No,No,85,0.5,2034,-6
2034-12-18,Monday,December,Winter,431,314,72.85,109,113,31,5,General Medicine,No,No,88,2.0,2034,-4
2034-12-19,Tuesday,December,Winter,229,151,65.94,33,28,15,2,Emergency,No,No,95,2.4,2034,5
2034-12-20,Wednesday,December,Winter,417,362,86.81,56,59,16,4,ICU,No,No,84,11.2,2034,-3
2034-12-21,Thursday,December,Winter,432,302,69.91,54,55,20,7,Maternity,No,No,98,3.8,2034,-1
2034-12-22,Friday,December,Winter,424,275,64.86,86,85,36,15,Pediatrics,No,No,90,2.4,2034,1
2034-12-23,Saturday,December,Winter,262,201,76.72,45,47,20,5,Emergency,No,No,80,0.5,2034,-2
2034-12-24,Sunday,December,Winter,416,299,71.88,77,68,29,6,Maternity,No,No,82,2.9,2034,9
2034-12-25,Monday,December,Winter,288,218,75.69,101,104,30,8,Orthopedics,No,No,87,6.2,2034,-3
2034-12-26,Tuesday,December,Winter,313,262,83.71,28,13,12,3,General Medicine,No,No,89,3.1,2034,15
2034-12-27,Wednesday,December,Winter,186,171,91.94,28,37,11,3,Surgery,No,No,97,8.1,2034,-9
2034-12-28,Thursday,December,Winter,440,413,93.86,37,37,16,3,ICU,No,No,89,12.2,2034,0
2034-12-29,Friday,December,Winter,267,194,72.66,73,76,21,10,Orthopedics,No,No,82,3.2,2034,-3
2034-12-30,Saturday,December,Winter,278,200,71.94,80,70,25,9,General Medicine,No,No,100,4.7,2034,10
2034-12-31,Sunday,December,Winter,323,219,67.8,106,93,49,9,General Medicine,No,No,100,4.2,2034,13
2035-01-01,Monday,January,Winter,406,345,84.98,98,100,35,17,Maternity,No,No,90,2.0,2035,-2
2035-01-02,Tuesday,January,Winter,286,260,90.91,30,18,13,1,Cardiology,No,No,86,5.1,2035,12
2035-01-03,Wednesday,January,Winter,360,237,65.83,56,48,16,3,Orthopedics,No,No,98,5.4,2035,8
2035-01-04,Thursday,January,Winter,450,355,78.89,91,82,46,9,Cardiology,No,No,95,4.7,2035,9
2035-01-05,Friday,January,Winter,316,246,77.85,31,31,15,1,Surgery,No,No,85,4.9,2035,0
2035-01-06,Saturday,January,Winter,400,316,79.0,38,26,20,1,Maternity,No,No,92,3.3,2035,12
2035-01-07,Sunday,January,Winter,263,241,91.63,115,109,59,6,Orthopedics,No,No,100,5.3,2035,6
2035-01-08,Monday,January,Winter,437,388,88.79,93,81,43,9,ICU,No,No,94,10.8,2035,12
2035-01-09,Tuesday,January,Winter,206,168,81.55,85,80,31,11,ICU,No,No,92,12.3,2035,5
2035-01-10,Wednesday,January,Winter,331,297,89.73,37,29,15,5,Orthopedics,No,No,84,5.7,2035,8
2035-01-11,Thursday,January,Winter,193,146,75.65,90,95,42,5,Maternity,No,No,89,3.1,2035,-5
2035-01-12,Friday,January,Winter,222,182,81.98,104,94,30,7,Maternity,No,No,81,2.5,2035,10
2035-01-13,Saturday,January,Winter,255,191,74.9,100,107,49,6,ICU,No,Yes,92,11.1,2035,-7
2035-01-14,Sunday,January,Winter,437,362,82.84,65,64,22,6,ICU,No,No,86,10.2,2035,1
2035-01-15,Monday,January,Winter,229,167,72.93,59,52,32,8,ICU,No,No,82,9.7,2035,7
2035-01-16,Tuesday,January,Winter,235,185,78.72,39,26,11,1,Pediatrics,No,No,80,5.7,2035,13
2035-01-17,Wednesday,January,Winter,412,370,89.81,82,81,41,13,General Medicine,No,No,89,5.1,2035,1
2035-01-18,Thursday,January,Winter,287,186,64.81,73,80,35,12,Surgery,No,No,80,3.8,2035,-7
2035-01-19,Friday,January,Winter,448,403,89.96,100,102,50,8,Orthopedics,No,Yes,72,6.8,2035,-2
2035-01-20,Saturday,January,Winter,381,297,77.95,77,65,36,7,Surgery,No,No,81,8.0,2035,12
2035-01-21,Sunday,January,Winter,337,249,73.89,61,47,16,9,Pediatrics,No,Yes,87,6.1,2035,14
2035-01-22,Monday,January,Winter,292,221,75.68,36,24,18,3,Orthopedics,No,No,92,5.5,2035,12
2035-01-23,Tuesday,January,Winter,278,225,80.94,113,116,35,15,Cardiology,No,No,89,4.6,2035,-3
2035-01-24,Wednesday,January,Winter,400,340,85.0,64,50,22,9,Maternity,No,Yes,75,3.5,2035,14
2035-01-25,Thursday,January,Winter,221,143,64.71,34,40,12,3,Orthopedics,No,No,88,4.5,2035,-6
2035-01-26,Friday,January,Winter,265,209,78.87,35,29,19,3,Pediatrics,No,No,86,2.5,2035,6
2035-01-27,Saturday,January,Winter,433,407,94.0,45,38,14,8,Emergency,Yes,No,85,1.3,2035,7
2035-01-28,Sunday,January,Winter,192,132,68.75,115,105,31,6,Cardiology,No,No,82,3.4,2035,10
2035-01-29,Monday,January,Winter,425,301,70.82,93,82,51,11,Pediatrics,No,No,83,5.9,2035,11
2035-01-30,Tuesday,January,Winter,412,280,67.96,41,38,19,3,Pediatrics,No,No,95,4.1,2035,3
2035-01-31,Wednesday,January,Winter,272,250,91.91,79,65,29,11,General Medicine,No,No,94,2.4,2035,14
2035-02-01,Thursday,February,Winter,410,303,73.9,33,29,16,4,General Medicine,No,No,83,4.3,2035,4
2035-02-02,Friday,February,Winter,186,159,85.48,25,29,6,4,Emergency,No,No,100,0.5,2035,-4
2035-02-03,Saturday,February,Winter,271,216,79.7,36,27,19,5,Orthopedics,No,No,98,5.8,2035,9
2035-02-04,Sunday,February,Winter,370,244,65.95,59,61,24,3,Emergency,No,No,91,2.0,2035,-2
2035-02-05,Monday,February,Winter,420,285,67.86,92,79,33,5,ICU,No,No,83,13.9,2035,13
2035-02-06,Tuesday,February,Winter,394,260,65.99,104,107,29,18,Maternity,Yes,No,84,3.3,2035,-3
2035-02-07,Wednesday,February,Winter,320,278,86.88,50,52,24,6,Surgery,No,No,98,5.1,2035,-2
2035-02-08,Thursday,February,Winter,407,382,93.86,107,117,39,11,Emergency,No,No,86,2.5,2035,-10
2035-02-09,Friday,February,Winter,375,255,68.0,73,78,23,6,Orthopedics,No,No,82,7.2,2035,-5
2035-02-10,Saturday,February,Winter,205,133,64.88,88,98,23,5,Surgery,No,No,83,3.8,2035,-10
2035-02-11,Sunday,February,Winter,287,238,82.93,56,59,25,2,Pediatrics,No,No,99,2.5,2035,-3
2035-02-12,Monday,February,Winter,321,253,78.82,93,92,24,9,Surgery,No,No,94,8.0,2035,1
2035-02-13,Tuesday,February,Winter,312,209,66.99,42,35,23,2,Cardiology,No,No,96,5.3,2035,7
2035-02-14,Wednesday,February,Winter,382,263,68.85,98,105,51,4,Emergency,No,No,96,0.7,2035,-7
2035-02-15,Thursday,February,Winter,432,298,68.98,66,69,36,11,Emergency,No,Yes,82,1.7,2035,-3
2035-02-16,Friday,February,Winter,255,201,78.82,30,27,14,2,ICU,No,No,100,11.8,2035,3
2035-02-17,Saturday,February,Winter,434,321,73.96,71,64,32,4,Surgery,No,No,100,5.3,2035,7
2035-02-18,Sunday,February,Winter,339,274,80.83,107,111,51,7,Maternity,No,Yes,88,2.2,2035,-4
2035-02-19,Monday,February,Winter,266,220,82.71,107,98,45,9,Maternity,No,No,94,4.3,2035,9
2035-02-20,Tuesday,February,Winter,201,186,92.54,57,52,29,5,Maternity,No,No,85,4.3,2035,5
2035-02-21,Wednesday,February,Winter,252,226,89.68,29,37,7,3,ICU,No,No,80,7.4,2035,-8
2035-02-22,Thursday,February,Winter,397,258,64.99,63,71,26,7,Pediatrics,No,No,89,2.0,2035,-8
2035-02-23,Friday,February,Winter,256,168,65.63,55,44,23,6,General Medicine,No,Yes,79,7.4,2035,11
2035-02-24,Saturday,February,Winter,236,193,81.78,43,50,15,3,ICU,No,No,93,12.5,2035,-7
2035-02-25,Sunday,February,Winter,346,238,68.79,63,72,34,9,Cardiology,No,Yes,78,4.0,2035,-9
2035-02-26,Monday,February,Winter,211,145,68.72,83,80,37,12,Orthopedics,No,No,98,6.1,2035,3
2035-02-27,Tuesday,February,Winter,221,185,83.71,115,106,28,9,Emergency,Yes,No,74,2.3,2035,9
2035-02-28,Wednesday,February,Winter,195,159,81.54,58,57,24,4,Emergency,No,No,91,1.5,2035,1
2035-03-01,Thursday,March,Spring,329,312,94.83,101,105,39,14,Maternity,No,No,96,2.3,2035,-4
2035-03-02,Friday,March,Spring,333,283,84.98,70,71,31,3,ICU,No,No,94,11.6,2035,-1
2035-03-03,Saturday,March,Spring,190,174,91.58,104,101,27,14,Cardiology,No,No,93,6.9,2035,3
2035-03-04,Sunday,March,Spring,342,307,89.77,69,54,24,4,Orthopedics,No,No,99,4.1,2035,15
2035-03-05,Monday,March,Spring,376,282,75.0,94,96,47,5,Orthopedics,No,No,99,7.2,2035,-2
2035-03-06,Tuesday,March,Spring,450,297,66.0,94,80,47,16,Emergency,No,No,82,1.4,2035,14
2035-03-07,Wednesday,March,Spring,250,195,78.0,45,41,23,5,Pediatrics,No,No,99,4.2,2035,4
2035-03-08,Thursday,March,Spring,214,149,69.63,35,38,9,1,General Medicine,No,No,82,6.5,2035,-3
2035-03-09,Friday,March,Spring,180,131,72.78,37,44,20,1,Emergency,No,No,91,0.5,2035,-7
2035-03-10,Saturday,March,Spring,425,399,93.88,42,45,15,4,Cardiology,No,No,93,6.4,2035,-3
2035-03-11,Sunday,March,Spring,305,234,76.72,113,110,46,18,Cardiology,No,No,90,3.3,2035,3
2035-03-12,Monday,March,Spring,365,270,73.97,114,106,45,17,Orthopedics,No,No,92,6.2,2035,8
2035-03-13,Tuesday,March,Spring,391,336,85.93,32,29,9,3,Emergency,No,No,82,0.8,2035,3
2035-03-14,Wednesday,March,Spring,286,217,75.87,111,102,57,9,Orthopedics,No,No,95,7.0,2035,9
2035-03-15,Thursday,March,Spring,263,213,80.99,47,43,24,4,Cardiology,No,Yes,71,5.0,2035,4
2035-03-16,Friday,March,Spring,217,177,81.57,93,98,40,16,Emergency,No,No,89,1.7,2035,-5
2035-03-17,Saturday,March,Spring,377,256,67.9,29,14,8,1,Orthopedics,No,No,100,4.7,2035,15
2035-03-18,Sunday,March,Spring,290,217,74.83,82,81,26,5,Cardiology,No,No,97,5.4,2035,1
2035-03-19,Monday,March,Spring,388,364,93.81,49,51,25,6,Surgery,No,No,97,4.0,2035,-2
2035-03-20,Tuesday,March,Spring,250,210,84.0,72,77,21,7,Orthopedics,No,No,83,6.8,2035,-5
2035-03-21,Wednesday,March,Spring,322,283,87.89,97,107,37,14,Orthopedics,No,No,88,2.4,2035,-10
2035-03-22,Thursday,March,Spring,334,217,64.97,81,91,34,5,Emergency,Yes,No,75,2.2,2035,-10
2035-03-23,Friday,March,Spring,265,174,65.66,33,40,18,4,ICU,No,No,99,6.5,2035,-7
2035-03-24,Saturday,March,Spring,430,408,94.88,72,79,36,5,Maternity,No,No,94,4.0,2035,-7
2035-03-25,Sunday,March,Spring,444,377,84.91,98,86,51,5,Pediatrics,No,No,87,5.8,2035,12
2035-03-26,Monday,March,Spring,222,182,81.98,71,80,38,5,Surgery,No,No,80,5.4,2035,-9
2035-03-27,Tuesday,March,Spring,430,391,90.93,49,39,14,6,Cardiology,No,No,86,4.4,2035,10
2035-03-28,Wednesday,March,Spring,328,229,69.82,59,66,24,10,General Medicine,No,No,97,2.5,2035,-7
2035-03-29,Thursday,March,Spring,344,295,85.76,39,46,10,2,ICU,No,No,87,13.6,2035,-7
2035-03-30,Friday,March,Spring,438,306,69.86,50,42,14,7,Surgery,No,No,91,4.3,2035,8
2035-03-31,Saturday,March,Spring,322,257,79.81,30,28,8,1,Emergency,No,No,80,1.8,2035,2
2035-04-01,Sunday,April,Spring,338,253,74.85,35,21,17,1,Surgery,No,No,84,5.5,2035,14
2035-04-02,Monday,April,Spring,280,257,91.79,99,89,31,8,Surgery,No,No,91,8.7,2035,10
2035-04-03,Tuesday,April,Spring,218,174,79.82,37,42,11,6,ICU,No,No,93,7.1,2035,-5
2035-04-04,Wednesday,April,Spring,386,343,88.86,25,21,9,2,Pediatrics,No,No,86,2.9,2035,4
2035-04-05,Thursday,April,Spring,222,204,91.89,25,35,8,3,Emergency,No,No,87,1.8,2035,-10
2035-04-06,Friday,April,Spring,217,206,94.93,101,88,46,11,Cardiology,No,No,90,2.0,2035,13
2035-04-07,Saturday,April,Spring,446,370,82.96,69,78,33,3,Pediatrics,No,No,98,5.3,2035,-9
2035-04-08,Sunday,April,Spring,322,222,68.94,54,64,17,3,Maternity,No,No,95,2.8,2035,-10
2035-04-09,Monday,April,Spring,308,261,84.74,62,55,15,7,General Medicine,No,No,82,5.3,2035,7
2035-04-10,Tuesday,April,Spring,399,315,78.95,81,72,26,10,Surgery,No,No,92,6.1,2035,9
2035-04-11,Wednesday,April,Spring,314,257,81.85,96,89,40,17,ICU,No,No,85,9.4,2035,7
2035-04-12,Thursday,April,Spring,180,151,83.89,90,92,47,14,Pediatrics,No,No,86,6.5,2035,-2
2035-04-13,Friday,April,Spring,296,254,85.81,99,84,40,5,Pediatrics,No,No,93,7.0,2035,15
2035-04-14,Saturday,April,Spring,295,224,75.93,46,56,22,3,General Medicine,No,No,96,4.2,2035,-10
2035-04-15,Sunday,April,Spring,296,216,72.97,25,17,8,4,Emergency,No,No,96,1.0,2035,8
2035-04-16,Monday,April,Spring,425,395,92.94,97,104,36,9,Orthopedics,No,No,82,4.0,2035,-7
2035-04-17,Tuesday,April,Spring,362,336,92.82,73,72,24,6,Orthopedics,No,No,89,4.4,2035,1
2035-04-18,Wednesday,April,Spring,334,217,64.97,75,83,31,13,Pediatrics,No,No,81,4.5,2035,-8
2035-04-19,Thursday,April,Spring,354,307,86.72,80,87,20,11,Surgery,No,No,95,3.9,2035,-7
2035-04-20,Friday,April,Spring,369,346,93.77,108,103,56,11,Surgery,No,Yes,84,6.3,2035,5
2035-04-21,Saturday,April,Spring,398,302,75.88,79,75,36,6,Pediatrics,No,No,86,4.1,2035,4
2035-04-22,Sunday,April,Spring,292,268,91.78,74,71,39,12,Maternity,No,No,93,2.8,2035,3
2035-04-23,Monday,April,Spring,313,203,64.86,47,34,17,3,Emergency,No,No,80,1.9,2035,13
2035-04-24,Tuesday,April,Spring,304,206,67.76,58,55,29,8,Pediatrics,No,Yes,84,3.6,2035,3
2035-04-25,Wednesday,April,Spring,396,320,80.81,37,39,18,4,Surgery,No,No,92,4.7,2035,-2
2035-04-26,Thursday,April,Spring,278,241,86.69,42,29,23,2,Maternity,No,No,95,2.1,2035,13
2035-04-27,Friday,April,Spring,395,284,71.9,95,82,46,4,General Medicine,No,No,91,2.5,2035,13
2035-04-28,Saturday,April,Spring,230,204,88.7,61,56,33,5,Surgery,No,Yes,78,6.0,2035,5
2035-04-29,Sunday,April,Spring,233,184,78.97,42,34,11,7,General Medicine,No,No,83,5.0,2035,8
2035-04-30,Monday,April,Spring,206,144,69.9,88,73,37,11,Pediatrics,No,No,90,4.7,2035,15
2035-05-01,Tuesday,May,Spring,337,256,75.96,82,91,22,9,Emergency,No,No,92,1.5,2035,-9
2035-05-02,Wednesday,May,Spring,235,190,80.85,85,85,25,14,Pediatrics,No,No,87,3.4,2035,0
2035-05-03,Thursday,May,Spring,408,354,86.76,35,24,11,4,Orthopedics,No,No,83,4.3,2035,11
2035-05-04,Friday,May,Spring,364,334,91.76,98,95,53,14,General Medicine,No,No,100,3.3,2035,3
2035-05-05,Saturday,May,Spring,279,189,67.74,85,87,29,9,Pediatrics,No,No,83,2.9,2035,-2
2035-05-06,Sunday,May,Spring,409,310,75.79,61,61,15,10,Surgery,No,No,84,8.0,2035,0
2035-05-07,Monday,May,Spring,230,179,77.83,81,72,41,9,Orthopedics,No,No,98,4.5,2035,9
2035-05-08,Tuesday,May,Spring,434,338,77.88,67,67,19,12,ICU,No,No,93,11.7,2035,0
2035-05-09,Wednesday,May,Spring,191,150,78.53,29,29,14,4,Cardiology,No,No,92,3.7,2035,0
2035-05-10,Thursday,May,Spring,228,184,80.7,77,75,36,13,Surgery,No,No,100,4.3,2035,2
2035-05-11,Friday,May,Spring,240,196,81.67,92,78,30,6,General Medicine,No,No,100,7.0,2035,14
2035-05-12,Saturday,May,Spring,198,146,73.74,96,84,30,14,Maternity,No,No,89,2.5,2035,12
2035-05-13,Sunday,May,Spring,210,138,65.71,60,58,30,6,Emergency,No,No,81,1.5,2035,2
2035-05-14,Monday,May,Spring,293,249,84.98,61,58,29,6,Pediatrics,No,No,98,7.3,2035,3
2035-05-15,Tuesday,May,Spring,399,275,68.92,97,87,52,5,Cardiology,No,No,87,2.2,2035,10
2035-05-16,Wednesday,May,Spring,308,289,93.83,60,47,17,3,Orthopedics,No,No,97,5.9,2035,13
2035-05-17,Thursday,May,Spring,255,183,71.76,104,105,38,5,General Medicine,No,No,84,6.0,2035,-1
2035-05-18,Friday,May,Spring,314,232,73.89,46,40,24,8,General Medicine,No,No,82,6.6,2035,6
2035-05-19,Saturday,May,Spring,303,215,70.96,95,94,23,6,Surgery,No,No,97,4.2,2035,1
2035-05-20,Sunday,May,Spring,358,289,80.73,36,34,14,4,Orthopedics,No,No,90,4.4,2035,2
2035-05-21,Monday,May,Spring,182,169,92.86,103,113,35,15,Orthopedics,No,No,99,4.2,2035,-10
2035-05-22,Tuesday,May,Spring,286,194,67.83,98,92,26,7,ICU,No,No,85,6.7,2035,6
2035-05-23,Wednesday,May,Spring,355,241,67.89,110,98,58,19,General Medicine,No,No,84,7.2,2035,12
2035-05-24,Thursday,May,Spring,254,198,77.95,64,62,32,4,Emergency,No,No,84,2.1,2035,2
2035-05-25,Friday,May,Spring,419,297,70.88,52,58,17,2,Surgery,No,No,85,6.3,2035,-6
2035-05-26,Saturday,May,Spring,414,376,90.82,95,84,48,15,Orthopedics,No,No,91,2.5,2035,11
2035-05-27,Sunday,May,Spring,375,311,82.93,111,117,46,14,Cardiology,No,No,81,5.6,2035,-6
2035-05-28,Monday,May,Spring,344,233,67.73,114,117,32,18,Maternity,No,Yes,88,2.3,2035,-3
2035-05-29,Tuesday,May,Spring,427,375,87.82,115,122,29,6,Cardiology,No,No,88,5.6,2035,-7
2035-05-30,Wednesday,May,Spring,194,166,85.57,39,45,10,5,Cardiology,No,No,93,2.0,2035,-6
2035-05-31,Thursday,May,Spring,323,242,74.92,71,75,26,5,Surgery,No,No,83,7.1,2035,-4
2035-06-01,Friday,June,Summer,387,278,71.83,50,60,13,3,Orthopedics,No,No,91,7.5,2035,-10
2035-06-02,Saturday,June,Summer,236,162,68.64,63,62,28,8,Surgery,No,No,92,7.6,2035,1
2035-06-03,Sunday,June,Summer,331,258,77.95,32,30,10,1,Emergency,No,No,80,1.5,2035,2
2035-06-04,Monday,June,Summer,444,399,89.86,30,17,12,3,Maternity,No,No,86,4.5,2035,13
2035-06-05,Tuesday,June,Summer,402,261,64.93,107,100,58,17,Surgery,No,No,85,7.1,2035,7
2035-06-06,Wednesday,June,Summer,371,289,77.9,69,63,21,4,Pediatrics,No,No,83,2.9,2035,6
2035-06-07,Thursday,June,Summer,187,147,78.61,41,41,20,7,Pediatrics,No,No,85,7.1,2035,0
2035-06-08,Friday,June,Summer,212,159,75.0,65,70,20,10,Emergency,No,No,87,2.1,2035,-5
2035-06-09,Saturday,June,Summer,369,324,87.8,32,17,12,3,Surgery,No,No,99,5.5,2035,15
2035-06-10,Sunday,June,Summer,220,143,65.0,104,109,51,18,Pediatrics,No,No,82,4.5,2035,-5
2035-06-11,Monday,June,Summer,199,189,94.97,92,88,42,8,Surgery,No,No,99,4.4,2035,4
2035-06-12,Tuesday,June,Summer,315,236,74.92,41,26,16,3,Orthopedics,No,No,82,6.6,2035,15
2035-06-13,Wednesday,June,Summer,214,145,67.76,80,75,28,11,Maternity,No,No,92,3.7,2035,5
2035-06-14,Thursday,June,Summer,383,256,66.84,64,52,30,4,Cardiology,No,No,93,2.4,2035,12
2035-06-15,Friday,June,Summer,220,206,93.64,58,62,25,7,Surgery,No,No,95,7.8,2035,-4
2035-06-16,Saturday,June,Summer,283,237,83.75,27,21,11,2,Emergency,No,No,87,1.8,2035,6
2035-06-17,Sunday,June,Summer,333,259,77.78,30,34,11,2,Pediatrics,No,No,82,3.9,2035,-4
2035-06-18,Monday,June,Summer,359,265,73.82,67,53,18,8,Cardiology,No,No,93,3.0,2035,14
2035-06-19,Tuesday,June,Summer,411,308,74.94,37,45,14,4,ICU,No,No,81,8.9,2035,-8
2035-06-20,Wednesday,June,Summer,354,332,93.79,76,63,37,9,Maternity,No,Yes,80,2.5,2035,13
2035-06-21,Thursday,June,Summer,300,195,65.0,83,72,30,9,Orthopedics,No,No,83,4.9,2035,11
2035-06-22,Friday,June,Summer,234,168,71.79,109,112,57,6,Surgery,No,No,86,5.1,2035,-3
2035-06-23,Saturday,June,Summer,248,225,90.73,111,96,44,6,Maternity,No,No,93,4.1,2035,15
2035-06-24,Sunday,June,Summer,356,267,75.0,115,100,41,16,Emergency,No,No,89,1.0,2035,15
2035-06-25,Monday,June,Summer,432,397,91.9,82,89,33,9,Emergency,No,No,97,2.0,2035,-7
2035-06-26,Tuesday,June,Summer,296,263,88.85,70,78,32,6,Maternity,No,No,93,2.7,2035,-8
2035-06-27,Wednesday,June,Summer,367,249,67.85,48,49,24,3,Maternity,No,No,93,1.9,2035,-1
2035-06-28,Thursday,June,Summer,204,163,79.9,31,27,15,4,Maternity,No,No,92,3.1,2035,4
2035-06-29,Friday,June,Summer,328,255,77.74,108,93,39,12,Orthopedics,No,Yes,70,4.0,2035,15
2035-06-30,Saturday,June,Summer,227,147,64.76,48,53,21,3,Pediatrics,No,No,93,6.3,2035,-5
2035-07-01,Sunday,July,Summer,343,243,70.85,109,111,57,5,Pediatrics,No,No,84,3.9,2035,-2
2035-07-02,Monday,July,Summer,368,272,73.91,93,98,37,6,ICU,No,No,88,10.1,2035,-5
2035-07-03,Tuesday,July,Summer,206,154,74.76,110,119,30,7,Pediatrics,No,No,95,5.9,2035,-9
2035-07-04,Wednesday,July,Summer,305,240,78.69,83,92,37,13,Cardiology,No,No,100,2.1,2035,-9
2035-07-05,Thursday,July,Summer,257,233,90.66,78,77,39,9,General Medicine,No,No,80,5.7,2035,1
2035-07-06,Friday,July,Summer,377,350,92.84,68,61,25,3,Orthopedics,No,No,93,7.0,2035,7
2035-07-07,Saturday,July,Summer,182,136,74.73,91,100,33,7,Surgery,No,No,94,4.7,2035,-9
2035-07-08,Sunday,July,Summer,309,207,66.99,89,77,24,12,Emergency,No,No,99,2.2,2035,12
2035-07-09,Monday,July,Summer,235,202,85.96,108,105,30,7,Emergency,No,No,95,0.7,2035,3
2035-07-10,Tuesday,July,Summer,209,186,89.0,34,37,15,6,Cardiology,No,No,83,7.3,2035,-3
